__time,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/header/seq,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/header/stamp,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/rotation/w,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/rotation/x,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/rotation/y,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/rotation/z,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/translation/x,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/translation/y,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/translation/z,/tf//vicon/world/vicon/marker_wand/marker_wand/header/seq,/tf//vicon/world/vicon/marker_wand/marker_wand/header/stamp,/tf//vicon/world/vicon/marker_wand/marker_wand/rotation/w,/tf//vicon/world/vicon/marker_wand/marker_wand/rotation/x,/tf//vicon/world/vicon/marker_wand/marker_wand/rotation/y,/tf//vicon/world/vicon/marker_wand/marker_wand/rotation/z,/tf//vicon/world/vicon/marker_wand/marker_wand/translation/x,/tf//vicon/world/vicon/marker_wand/marker_wand/translation/y,/tf//vicon/world/vicon/marker_wand/marker_wand/translation/z,/tf/vicon/world/map/header/seq,/tf/vicon/world/map/header/stamp,/tf/vicon/world/map/rotation/w,/tf/vicon/world/map/rotation/x,/tf/vicon/world/map/rotation/y,/tf/vicon/world/map/rotation/z,/tf/vicon/world/map/translation/x,/tf/vicon/world/map/translation/y,/tf/vicon/world/map/translation/z
1690412566.247627,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.246755600,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.255156,0.000000000,1690412566.240062714,0.995778848,-0.075985026,-0.051054600,-0.006647562,-0.353899294,1.702228778,1.059879662,0.000000000,1690412566.240062714,0.999798029,-0.000093014,0.002347894,-0.019959479,0.378604714,-0.025599714,-0.029754517,,,,,,,,,
1690412566.255577,158385.000000000,1690412566.240062714,0.995778848,-0.075985026,-0.051054600,-0.006647562,-0.353899294,1.702228778,1.059879662,,,,,,,,,,,,,,,,,,
1690412566.255821,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.255201101,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.263249,0.000000000,1690412566.248291969,0.995708142,-0.076926530,-0.051009947,-0.006752087,-0.361069185,1.698813887,1.059650873,0.000000000,1690412566.248291969,0.999798265,-0.000074039,0.002347105,-0.019947800,0.378604177,-0.025599672,-0.029750519,,,,,,,,,
1690412566.263666,158386.000000000,1690412566.248291969,0.995708142,-0.076926530,-0.051009947,-0.006752087,-0.361069185,1.698813887,1.059650873,,,,,,,,,,,,,,,,,,
1690412566.263982,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.263614178,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.271743,0.000000000,1690412566.256566048,0.995660933,-0.077786984,-0.050615031,-0.006827243,-0.368287748,1.695592087,1.059389248,0.000000000,1690412566.256566048,0.999798377,-0.000064313,0.002323252,-0.019945033,0.378605341,-0.025591771,-0.029755633,,,,,,,,,
1690412566.272149,158387.000000000,1690412566.256566048,0.995660933,-0.077786984,-0.050615031,-0.006827243,-0.368287748,1.695592087,1.059389248,,,,,,,,,,,,,,,,,,
1690412566.272481,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.272081614,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.280185,0.000000000,1690412566.264999390,0.995719484,-0.077849586,-0.049409166,-0.006394213,-0.375504796,1.692444436,1.059113823,0.000000000,1690412566.264999390,0.999797873,-0.000108754,0.002293266,-0.019973521,0.378607956,-0.025596383,-0.029745782,,,,,,,,,
1690412566.280391,158388.000000000,1690412566.264999390,0.995719484,-0.077849586,-0.049409166,-0.006394213,-0.375504796,1.692444436,1.059113823,,,,,,,,,,,,,,,,,,
1690412566.280828,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.280345440,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.288341,0.000000000,1690412566.273408890,0.995695490,-0.078472904,-0.048914008,-0.006317853,-0.382760701,1.689386961,1.058891008,0.000000000,1690412566.273408890,0.999798531,-0.000032156,0.002320560,-0.019937707,0.378606025,-0.025585097,-0.029751753,,,,,,,,,
1690412566.288924,158389.000000000,1690412566.273408890,0.995695490,-0.078472904,-0.048914008,-0.006317853,-0.382760701,1.689386961,1.058891008,,,,,,,,,,,,,,,,,,
1690412566.289236,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.288611174,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.296671,0.000000000,1690412566.281558752,0.995725399,-0.078856542,-0.047659412,-0.006415243,-0.390022472,1.686462293,1.058631500,0.000000000,1690412566.281558752,0.999798118,-0.000105055,0.002351802,-0.019954496,0.378608903,-0.025594181,-0.029728384,,,,,,,,,
1690412566.297136,158390.000000000,1690412566.281558752,0.995725399,-0.078856542,-0.047659412,-0.006415243,-0.390022472,1.686462293,1.058631500,,,,,,,,,,,,,,,,,,
1690412566.297493,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.297183275,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.304660,0.000000000,1690412566.289765120,0.995699982,-0.079389466,-0.047252709,-0.006785247,-0.397271363,1.683596923,1.058372113,0.000000000,1690412566.289765120,0.999797974,-0.000095132,0.002344937,-0.019962552,0.378612198,-0.025591087,-0.029739923,,,,,,,,,
1690412566.305103,158391.000000000,1690412566.289765120,0.995699982,-0.079389466,-0.047252709,-0.006785247,-0.397271363,1.683596923,1.058372113,,,,,,,,,,,,,,,,,,
1690412566.305282,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.304807425,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.312946,0.000000000,1690412566.298072100,0.995735838,-0.079406712,-0.046520714,-0.006366941,-0.404580343,1.680856387,1.058122423,0.000000000,1690412566.298072100,0.999798552,-0.000080881,0.002369030,-0.019930794,0.378607471,-0.025590450,-0.029746228,,,,,,,,,
1690412566.313139,158392.000000000,1690412566.298072100,0.995735838,-0.079406712,-0.046520714,-0.006366941,-0.404580343,1.680856387,1.058122423,,,,,,,,,,,,,,,,,,
1690412566.313508,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.313120842,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.321164,0.000000000,1690412566.306452274,0.995718277,-0.079780924,-0.046222833,-0.006600511,-0.411885783,1.678247022,1.057846289,0.000000000,1690412566.306452274,0.999798059,-0.000086111,0.002338796,-0.019959050,0.378610479,-0.025594290,-0.029746764,,,,,,,,,
1690412566.321559,158393.000000000,1690412566.306452274,0.995718277,-0.079780924,-0.046222833,-0.006600511,-0.411885783,1.678247022,1.057846289,,,,,,,,,,,,,,,,,,
1690412566.321574,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.321263552,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.329824,0.000000000,1690412566.314755678,0.995714415,-0.080195138,-0.045547384,-0.006854144,-0.419211176,1.675699281,1.057576524,0.000000000,1690412566.314755678,0.999798392,-0.000095635,0.002385462,-0.019936786,0.378605323,-0.025590951,-0.029755846,,,,,,,,,
1690412566.330139,158394.000000000,1690412566.314755678,0.995714415,-0.080195138,-0.045547384,-0.006854144,-0.419211176,1.675699281,1.057576524,,,,,,,,,,,,,,,,,,
1690412566.330373,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.330106258,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.337839,0.000000000,1690412566.323086023,0.995760166,-0.080249611,-0.044538462,-0.006165859,-0.426529451,1.673233255,1.057303924,0.000000000,1690412566.323086023,0.999797905,-0.000098290,0.002302666,-0.019970897,0.378611481,-0.025592804,-0.029768425,,,,,,,,,
1690412566.338125,158395.000000000,1690412566.323086023,0.995760166,-0.080249611,-0.044538462,-0.006165859,-0.426529451,1.673233255,1.057303924,,,,,,,,,,,,,,,,,,
1690412566.338428,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.338176012,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.346534,0.000000000,1690412566.331497431,0.995708953,-0.081192408,-0.043954652,-0.006281889,-0.433817217,1.670913782,1.057016318,0.000000000,1690412566.331497431,0.999798360,-0.000114567,0.002399188,-0.019936647,0.378601427,-0.025586537,-0.029756228,,,,,,,,,
1690412566.346981,158396.000000000,1690412566.331497431,0.995708953,-0.081192408,-0.043954652,-0.006281889,-0.433817217,1.670913782,1.057016318,,,,,,,,,,,,,,,,,,
1690412566.347119,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.346660614,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.354714,0.000000000,1690412566.339852810,0.995766614,-0.081042561,-0.042861762,-0.006619942,-0.441207904,1.668704426,1.056785187,0.000000000,1690412566.339852810,0.999798474,-0.000124987,0.002351644,-0.019936550,0.378605298,-0.025592461,-0.029765986,,,,,,,,,
1690412566.354885,158397.000000000,1690412566.339852810,0.995766614,-0.081042561,-0.042861762,-0.006619942,-0.441207904,1.668704426,1.056785187,,,,,,,,,,,,,,,,,,
1690412566.354896,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.354718924,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.364522,0.000000000,1690412566.349121809,0.995757743,-0.081409365,-0.042376238,-0.006579260,-0.448525306,1.666583894,1.056558780,0.000000000,1690412566.349121809,0.999798632,-0.000104396,0.002372475,-0.019926282,0.378603289,-0.025592755,-0.029758912,,,,,,,,,
1690412566.366421,158398.000000000,1690412566.349121809,0.995757743,-0.081409365,-0.042376238,-0.006579260,-0.448525306,1.666583894,1.056558780,,,,,,,,,,,,,,,,,,
1690412566.366579,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.364866734,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.373148,0.000000000,1690412566.357881069,0.995836338,-0.080996722,-0.041323269,-0.006473562,-0.455868719,1.664577050,1.056309676,0.000000000,1690412566.357881069,0.999798559,-0.000136541,0.002351256,-0.019932221,0.378609062,-0.025596615,-0.029746162,,,,,,,,,
1690412566.374359,158399.000000000,1690412566.357881069,0.995836338,-0.080996722,-0.041323269,-0.006473562,-0.455868719,1.664577050,1.056309676,,,,,,,,,,,,,,,,,,
1690412566.374830,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.373395920,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.380661,0.000000000,1690412566.365409613,0.995828842,-0.081738656,-0.040044860,-0.006333996,-0.463231050,1.662587792,1.056073699,0.000000000,1690412566.365409613,0.999798819,-0.000123553,0.002351492,-0.019919269,0.378606461,-0.025595821,-0.029747071,,,,,,,,,
1690412566.380959,158400.000000000,1690412566.365409613,0.995828842,-0.081738656,-0.040044860,-0.006333996,-0.463231050,1.662587792,1.056073699,,,,,,,,,,,,,,,,,,
1690412566.381328,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.380945206,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.388332,0.000000000,1690412566.373355150,0.995781226,-0.082518084,-0.039684427,-0.005971819,-0.470599619,1.660778458,1.055833239,0.000000000,1690412566.373355150,0.999798557,-0.000099507,0.002344616,-0.019933324,0.378598019,-0.025593943,-0.029754017,,,,,,,,,
1690412566.388785,158401.000000000,1690412566.373355150,0.995781226,-0.082518084,-0.039684427,-0.005971819,-0.470599619,1.660778458,1.055833239,,,,,,,,,,,,,,,,,,
1690412566.388817,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.388538599,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.396759,0.000000000,1690412566.381644964,0.995839163,-0.082374761,-0.038488850,-0.006113049,-0.477915839,1.659102870,1.055588195,0.000000000,1690412566.381644964,0.999798173,-0.000088326,0.002367628,-0.019949915,0.378595671,-0.025587919,-0.029756778,,,,,,,,,
1690412566.397322,158402.000000000,1690412566.381644964,0.995839163,-0.082374761,-0.038488850,-0.006113049,-0.477915839,1.659102870,1.055588195,,,,,,,,,,,,,,,,,,
1690412566.397344,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.396888733,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.405115,0.000000000,1690412566.390123606,0.995842182,-0.082801175,-0.037440806,-0.006363920,-0.485314520,1.657499160,1.055367671,0.000000000,1690412566.390123606,0.999798708,-0.000114835,0.002380020,-0.019921504,0.378593915,-0.025588115,-0.029760452,,,,,,,,,
1690412566.405334,158403.000000000,1690412566.390123606,0.995842182,-0.082801175,-0.037440806,-0.006363920,-0.485314520,1.657499160,1.055367671,,,,,,,,,,,,,,,,,,
1690412566.405612,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.405243158,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.413488,0.000000000,1690412566.398394585,0.995882592,-0.083031555,-0.035819144,-0.006372758,-0.492680446,1.655953759,1.055123414,0.000000000,1690412566.398394585,0.999798599,-0.000127537,0.002365894,-0.019928568,0.378590806,-0.025594291,-0.029772975,,,,,,,,,
1690412566.413836,158404.000000000,1690412566.398394585,0.995882592,-0.083031555,-0.035819144,-0.006372758,-0.492680446,1.655953759,1.055123414,,,,,,,,,,,,,,,,,,
1690412566.414293,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.413919687,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.421741,0.000000000,1690412566.406854153,0.995651020,-0.085686492,-0.035776311,-0.007544980,-0.499811102,1.654508130,1.054729995,0.000000000,1690412566.406854153,0.999798534,-0.000113496,0.002354854,-0.019933216,0.378602772,-0.025594310,-0.029767451,,,,,,,,,
1690412566.421983,158405.000000000,1690412566.406854153,0.995651020,-0.085686492,-0.035776311,-0.007544980,-0.499811102,1.654508130,1.054729995,,,,,,,,,,,,,,,,,,
1690412566.422275,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.421925783,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.430191,0.000000000,1690412566.415194511,0.995877491,-0.083840665,-0.033982230,-0.006631267,-0.507348538,1.653280718,1.054697081,0.000000000,1690412566.415194511,0.999798448,-0.000158382,0.002385899,-0.019933547,0.378590569,-0.025600784,-0.029746974,,,,,,,,,
1690412566.430661,158406.000000000,1690412566.415194511,0.995877491,-0.083840665,-0.033982230,-0.006631267,-0.507348538,1.653280718,1.054697081,,,,,,,,,,,,,,,,,,
1690412566.430682,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.430338144,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.438420,0.000000000,1690412566.423501253,0.995947393,-0.083616340,-0.032454028,-0.006620777,-0.514713425,1.652075042,1.054485188,0.000000000,1690412566.423501253,0.999798124,-0.000102725,0.002394551,-0.019949119,0.378587353,-0.025587705,-0.029744755,,,,,,,,,
1690412566.438806,158407.000000000,1690412566.423501253,0.995947393,-0.083616340,-0.032454028,-0.006620777,-0.514713425,1.652075042,1.054485188,,,,,,,,,,,,,,,,,,
1690412566.439076,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.438860655,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.447247,0.000000000,1690412566.432126284,0.995940127,-0.084196198,-0.031136551,-0.006691638,-0.522007440,1.650980603,1.054269858,0.000000000,1690412566.432126284,0.999798134,-0.000095639,0.002367655,-0.019951851,0.378579892,-0.025578615,-0.029756446,,,,,,,,,
1690412566.447799,158408.000000000,1690412566.432126284,0.995940127,-0.084196198,-0.031136551,-0.006691638,-0.522007440,1.650980603,1.054269858,,,,,,,,,,,,,,,,,,
1690412566.448209,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.447321415,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.455226,0.000000000,1690412566.440249920,0.995956090,-0.084475327,-0.029875177,-0.006546715,-0.529365702,1.649983714,1.054055232,0.000000000,1690412566.440249920,0.999798113,-0.000109253,0.002326716,-0.019957661,0.378588122,-0.025588272,-0.029752857,,,,,,,,,
1690412566.455709,158409.000000000,1690412566.440249920,0.995956090,-0.084475327,-0.029875177,-0.006546715,-0.529365702,1.649983714,1.054055232,,,,,,,,,,,,,,,,,,
1690412566.455723,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.455423117,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.463696,0.000000000,1690412566.448502541,0.995975048,-0.084658271,-0.028736788,-0.006393582,-0.536666496,1.649073049,1.053879251,0.000000000,1690412566.448502541,0.999798171,-0.000065311,0.002267566,-0.019961745,0.378596988,-0.025583563,-0.029750025,,,,,,,,,
1690412566.464464,158410.000000000,1690412566.448502541,0.995975048,-0.084658271,-0.028736788,-0.006393582,-0.536666496,1.649073049,1.053879251,,,,,,,,,,,,,,,,,,
1690412566.464492,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.463817358,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.471809,0.000000000,1690412566.456786156,0.995918941,-0.085433950,-0.028324202,-0.006651587,-0.543949524,1.648312902,1.053669046,0.000000000,1690412566.456786156,0.999797916,-0.000110696,0.002345034,-0.019965383,0.378592946,-0.025593674,-0.029737313,,,,,,,,,
1690412566.472110,158411.000000000,1690412566.456786156,0.995918941,-0.085433950,-0.028324202,-0.006651587,-0.543949524,1.648312902,1.053669046,,,,,,,,,,,,,,,,,,
1690412566.472430,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.472049236,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.480125,0.000000000,1690412566.465089798,0.995929011,-0.085918525,-0.026501266,-0.006410466,-0.551281258,1.647581061,1.053504645,0.000000000,1690412566.465089798,0.999797851,-0.000087685,0.002341549,-0.019969154,0.378605701,-0.025588817,-0.029744294,,,,,,,,,
1690412566.480497,158412.000000000,1690412566.465089798,0.995929011,-0.085918525,-0.026501266,-0.006410466,-0.551281258,1.647581061,1.053504645,,,,,,,,,,,,,,,,,,
1690412566.480668,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.480232000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.488635,0.000000000,1690412566.473444223,0.995910867,-0.086331097,-0.025836024,-0.006402105,-0.558521520,1.647021653,1.053282643,0.000000000,1690412566.473444223,0.999798394,-0.000083821,0.002357710,-0.019940061,0.378614923,-0.025600450,-0.029762669,,,,,,,,,
1690412566.489244,158413.000000000,1690412566.473444223,0.995910867,-0.086331097,-0.025836024,-0.006402105,-0.558521520,1.647021653,1.053282643,,,,,,,,,,,,,,,,,,
1690412566.489273,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.488951445,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.496781,0.000000000,1690412566.481757879,0.995916395,-0.086684438,-0.024436306,-0.006261813,-0.565820190,1.646484143,1.053097108,0.000000000,1690412566.481757879,0.999798290,-0.000055503,0.002347995,-0.019946531,0.378605684,-0.025589688,-0.029773359,,,,,,,,,
1690412566.497349,158414.000000000,1690412566.481757879,0.995916395,-0.086684438,-0.024436306,-0.006261813,-0.565820190,1.646484143,1.053097108,,,,,,,,,,,,,,,,,,
1690412566.497526,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.496945858,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.505254,0.000000000,1690412566.490121126,0.995906605,-0.087136320,-0.023171038,-0.006355969,-0.573053650,1.646188947,1.052935739,0.000000000,1690412566.490121126,0.999798248,-0.000083816,0.002320777,-0.019951711,0.378596763,-0.025594139,-0.029777071,,,,,,,,,
1690412566.505679,158415.000000000,1690412566.490121126,0.995906605,-0.087136320,-0.023171038,-0.006355969,-0.573053650,1.646188947,1.052935739,,,,,,,,,,,,,,,,,,
1690412566.505921,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.505360365,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.513356,0.000000000,1690412566.498536825,0.995939672,-0.086988372,-0.022316305,-0.006259072,-0.580279464,1.645864208,1.052772339,0.000000000,1690412566.498536825,0.999797972,-0.000103738,0.002332038,-0.019964101,0.378594702,-0.025592785,-0.029769140,,,,,,,,,
1690412566.513895,158416.000000000,1690412566.498536825,0.995939672,-0.086988372,-0.022316305,-0.006259072,-0.580279464,1.645864208,1.052772339,,,,,,,,,,,,,,,,,,
1690412566.514385,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.513481379,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.521862,0.000000000,1690412566.506803513,0.996001382,-0.086732952,-0.020382321,-0.006572937,-0.587526924,1.645714415,1.052624947,0.000000000,1690412566.506803513,0.999798247,-0.000123018,0.002315438,-0.019952181,0.378605387,-0.025595148,-0.029751380,,,,,,,,,
1690412566.522479,158417.000000000,1690412566.506803513,0.996001382,-0.086732952,-0.020382321,-0.006572937,-0.587526924,1.645714415,1.052624947,,,,,,,,,,,,,,,,,,
1690412566.522501,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.522003174,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.529983,0.000000000,1690412566.515234470,0.995917163,-0.087759875,-0.020183849,-0.006310384,-0.594701900,1.645631554,1.052442516,0.000000000,1690412566.515234470,0.999797918,-0.000130988,0.002325207,-0.019967443,0.378603924,-0.025602479,-0.029748161,,,,,,,,,
1690412566.530213,158418.000000000,1690412566.515234470,0.995917163,-0.087759875,-0.020183849,-0.006310384,-0.594701900,1.645631554,1.052442516,,,,,,,,,,,,,,,,,,
1690412566.530900,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.530169487,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.538513,0.000000000,1690412566.523571491,0.995955462,-0.087625586,-0.018876485,-0.006176718,-0.601878418,1.645674546,1.052300345,0.000000000,1690412566.523571491,0.999798241,-0.000083251,0.002327811,-0.019951241,0.378612859,-0.025599343,-0.029746271,,,,,,,,,
1690412566.538946,158419.000000000,1690412566.523571491,0.995955462,-0.087625586,-0.018876485,-0.006176718,-0.601878418,1.645674546,1.052300345,,,,,,,,,,,,,,,,,,
1690412566.538967,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.538639784,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.546721,0.000000000,1690412566.531953335,0.995944019,-0.088007252,-0.017665412,-0.006178044,-0.608990713,1.645803447,1.052126056,0.000000000,1690412566.531953335,0.999797770,-0.000072949,0.002350765,-0.019972162,0.378609069,-0.025593237,-0.029740426,,,,,,,,,
1690412566.547669,158420.000000000,1690412566.531953335,0.995944019,-0.088007252,-0.017665412,-0.006178044,-0.608990713,1.645803447,1.052126056,,,,,,,,,,,,,,,,,,
1690412566.547803,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.547279358,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.555137,0.000000000,1690412566.540074110,0.995919923,-0.088528952,-0.016346042,-0.006240049,-0.616054520,1.646023053,1.051961850,0.000000000,1690412566.540074110,0.999797520,-0.000036310,0.002282326,-0.019992724,0.378614424,-0.025589623,-0.029751662,,,,,,,,,
1690412566.555650,158421.000000000,1690412566.540074110,0.995919923,-0.088528952,-0.016346042,-0.006240049,-0.616054520,1.646023053,1.051961850,,,,,,,,,,,,,,,,,,
1690412566.555663,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.555375814,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.564451,0.000000000,1690412566.549261332,0.995933271,-0.088485228,-0.015835905,-0.006042252,-0.623198415,1.646388930,1.051819834,0.000000000,1690412566.549261332,0.999798019,-0.000071327,0.002305339,-0.019965031,0.378613837,-0.025592615,-0.029746445,,,,,,,,,
1690412566.565434,158422.000000000,1690412566.549261332,0.995933271,-0.088485228,-0.015835905,-0.006042252,-0.623198415,1.646388930,1.051819834,,,,,,,,,,,,,,,,,,
1690412566.565699,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.564646959,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.573027,0.000000000,1690412566.557572603,0.995891632,-0.089034085,-0.015155090,-0.006566030,-0.630255374,1.646805672,1.051626790,0.000000000,1690412566.557572603,0.999798710,-0.000065667,0.002375664,-0.019922120,0.378604294,-0.025589645,-0.029759440,,,,,,,,,
1690412566.574074,158423.000000000,1690412566.557572603,0.995891632,-0.089034085,-0.015155090,-0.006566030,-0.630255374,1.646805672,1.051626790,,,,,,,,,,,,,,,,,,
1690412566.574137,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.573444605,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.581621,0.000000000,1690412566.566398144,0.995912562,-0.088991678,-0.014063584,-0.006392593,-0.637256453,1.647382258,1.051514102,0.000000000,1690412566.566398144,0.999798299,-0.000082795,0.002365531,-0.019943866,0.378603068,-0.025592560,-0.029759901,,,,,,,,,
1690412566.582459,158424.000000000,1690412566.566398144,0.995912562,-0.088991678,-0.014063584,-0.006392593,-0.637256453,1.647382258,1.051514102,,,,,,,,,,,,,,,,,,
1690412566.582652,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.581721067,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.588871,0.000000000,1690412566.573655128,0.995912765,-0.089221809,-0.012598897,-0.006204876,-0.644235865,1.648006996,1.051337115,0.000000000,1690412566.573655128,0.999798548,-0.000076635,0.002327614,-0.019935879,0.378600596,-0.025582641,-0.029752747,,,,,,,,,
1690412566.589143,158425.000000000,1690412566.573655128,0.995912765,-0.089221809,-0.012598897,-0.006204876,-0.644235865,1.648006996,1.051337115,,,,,,,,,,,,,,,,,,
1690412566.589542,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.589111567,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412566.596627,0.000000000,1690412566.581749201,0.995895926,-0.089533618,-0.011847640,-0.005888040,-0.651200157,1.648758190,1.051161332,0.000000000,1690412566.581749201,0.999798203,-0.000033447,0.002308807,-0.019955481,0.378597170,-0.025577019,-0.029765700,,,,,,,,,
1690412566.596865,158426.000000000,1690412566.581749201,0.995895926,-0.089533618,-0.011847640,-0.005888040,-0.651200157,1.648758190,1.051161332,,,,,,,,,,,,,,,,,,
1690412566.597191,,,,,,,,,,,,,,,,,,,0.000000000,1690412566.596914768,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
